Order ID,Product,Order Date,Sales,Quantity Sold,Warehouse Location
622,Headphones,2024-09-13,270,7,Chicago
623,Shoes,2024-09-14,408,6,Chicago
624,Book,2024-09-15,195,6,Miami
625,Shoes,2024-09-16,109,9,Sydney
626,Watch,2024-09-17,421,6,New York
627,T-Shirt,2024-09-18,473,2,Miami
628,Phone,2024-09-19,56,2,Lagos
629,Headphones,2024-09-20,335,5,London
630,Laptop,2024-09-21,195,4,Beijing
631,Phone,2024-09-22,480,2,Chicago
632,Watch,2024-09-23,303,3,Los Angeles
633,Book,2024-09-24,472,7,Chicago
634,Laptop,2024-09-25,480,8,Beijing
635,Camera,2024-09-26,100,6,London
636,Sunglasses,2024-09-27,133,5,Beijing
637,Laptop,2024-09-28,59,1,Los Angeles
638,Watch,2024-09-29,320,8,Miami
639,Backpack,2024-09-30,243,3,Houston
640,Sunglasses,2024-10-01,337,6,Los Angeles
641,Shoes,2024-10-02,368,3,Beijing
642,Headphones,2024-10-03,134,7,Beijing
643,Shoes,2024-10-04,205,7,Lagos
644,Laptop,2024-10-05,342,9,Paris
645,Shoes,2024-10-06,75,5,Lagos
646,Watch,2024-10-07,59,8,Tokyo
647,Camera,2024-10-08,373,8,Lagos
648,Book,2024-10-09,59,1,New York
649,Headphones,2024-10-10,366,5,Houston
650,Shoes,2024-10-11,480,3,London
651,Shoes,2024-10-12,256,1,Los Angeles
652,Laptop,2024-10-13,308,4,Beijing
653,Book,2024-10-14,281,8,Tokyo
654,Phone,2024-10-15,235,3,Tokyo
655,Shoes,2024-10-16,166,2,London
656,Watch,2024-10-17,355,9,Houston
657,Backpack,2024-10-18,187,5,Los Angeles
658,Headphones,2024-10-19,111,7,Chicago
659,Shoes,2024-10-20,372,2,Lagos
660,Watch,2024-10-21,78,9,Miami
661,Watch,2024-10-22,78,9,Tokyo
662,Headphones,2024-10-23,323,4,Lagos
663,Phone,2024-10-24,188,4,Lagos
664,Watch,2024-10-25,288,6,New York
665,Backpack,2024-10-26,382,6,Houston
666,Watch,2024-10-27,64,1,Miami
667,Watch,2024-10-28,364,9,Paris
668,Watch,2024-10-29,200,2,Chicago
669,Camera,2024-10-30,189,5,Beijing
670,Camera,2024-10-31,375,9,New York
671,Phone,2024-11-01,210,4,Lagos
672,Shoes,2024-11-02,174,3,Lagos
673,Watch,2024-11-03,441,7,Sydney
674,Book,2024-11-04,207,6,Miami
675,Shoes,2024-11-05,26,8,Miami
676,Phone,2024-11-06,152,3,Sydney
677,T-Shirt,2024-11-07,254,5,Miami
678,Shoes,2024-11-08,64,4,Lagos
679,Shoes,2024-11-09,333,4,Tokyo
680,Sunglasses,2024-11-10,268,4,Los Angeles
681,Laptop,2024-11-11,50,8,Lagos
682,Sunglasses,2024-11-12,42,6,New York
683,Backpack,2024-11-13,445,3,Houston
684,Camera,2024-11-14,413,5,Sydney
685,Camera,2024-11-15,179,6,Chicago
686,Laptop,2024-11-16,382,5,Beijing
687,Headphones,2024-11-17,456,6,Chicago
688,Headphones,2024-11-18,177,8,Lagos
689,Phone,2024-11-19,58,7,New York
690,Laptop,2024-11-20,434,5,Lagos
691,Shoes,2024-11-21,101,6,Houston
692,Headphones,2024-11-22,375,4,Tokyo
693,Watch,2024-11-23,277,9,Paris
694,Book,2024-11-24,225,4,Beijing
695,Shoes,2024-11-25,96,1,Houston
696,Backpack,2024-11-26,496,7,Sydney
697,Watch,2024-11-27,31,7,Sydney
698,Watch,2024-11-28,314,4,Lagos
699,Laptop,2024-11-29,469,3,New York
700,Phone,2024-11-30,243,8,Houston
701,Backpack,2024-12-01,32,5,London
702,Headphones,2024-12-02,65,7,New York
703,Laptop,2024-12-03,174,4,Tokyo
704,Headphones,2024-12-04,132,4,Sydney
705,Laptop,2024-12-05,252,8,Paris
706,Laptop,2024-12-06,36,8,Lagos
707,Laptop,2024-12-07,379,2,Miami
708,Phone,2024-12-08,242,2,Sydney
709,Laptop,2024-12-09,373,3,Paris
710,T-Shirt,2024-12-10,207,3,Beijing
711,Book,2024-12-11,467,1,Los Angeles
712,Headphones,2024-12-12,363,3,Miami
713,Shoes,2024-12-13,384,6,Lagos
714,Sunglasses,2024-12-14,182,8,London
715,Backpack,2024-12-15,345,6,Miami
716,Camera,2024-12-16,486,5,Beijing
717,Phone,2024-12-17,433,4,New York
718,Shoes,2024-12-18,474,3,London
719,Watch,2024-12-19,93,4,Sydney
720,T-Shirt,2024-12-20,252,7,London
721,Camera,2024-12-21,243,1,Houston
722,Sunglasses,2024-12-22,338,7,Beijing
723,Shoes,2024-12-23,431,1,Paris
724,Camera,2024-12-24,79,2,Miami
725,Shoes,2024-12-25,354,4,Houston
726,T-Shirt,2024-12-26,241,1,London
727,Sunglasses,2024-12-27,56,9,Houston
728,Watch,2024-12-28,496,6,Chicago
729,Laptop,2024-12-29,297,1,Beijing
730,Headphones,2024-12-30,215,1,Paris
731,Watch,2024-12-31,423,6,Tokyo
732,Laptop,2025-01-01,371,4,New York
733,Phone,2025-01-02,261,4,London
734,Book,2025-01-03,343,6,Beijing
735,Backpack,2025-01-04,238,7,Tokyo
736,Backpack,2025-01-05,211,9,Tokyo
737,Headphones,2025-01-06,36,5,Lagos
738,Sunglasses,2025-01-07,31,9,Paris
739,T-Shirt,2025-01-08,425,4,Houston
740,Sunglasses,2025-01-09,420,2,Tokyo
741,T-Shirt,2025-01-10,413,3,Chicago
742,Sunglasses,2025-01-11,393,1,Beijing
743,Book,2025-01-12,212,6,Los Angeles
744,Phone,2025-01-13,41,6,Los Angeles
745,Phone,2025-01-14,493,1,London
746,Laptop,2025-01-15,139,3,Sydney
747,Camera,2025-01-16,229,5,Houston
748,Phone,2025-01-17,325,3,Sydney
749,Phone,2025-01-18,289,3,Tokyo
750,Watch,2025-01-19,211,3,Beijing
751,Watch,2025-01-20,194,5,London
752,Laptop,2025-01-21,304,5,Miami
753,Camera,2025-01-22,223,4,Tokyo
754,Headphones,2025-01-23,183,1,Houston
755,Watch,2025-01-24,270,5,Los Angeles
756,Headphones,2025-01-25,246,5,Paris
757,Shoes,2025-01-26,455,4,Lagos
758,Watch,2025-01-27,400,6,Beijing
759,Book,2025-01-28,479,4,New York
760,Camera,2025-01-29,26,7,Paris
761,Laptop,2025-01-30,48,7,Sydney
762,Shoes,2025-01-31,414,2,London
763,Camera,2025-02-01,52,3,Sydney
764,Book,2025-02-02,153,1,Beijing
765,Camera,2025-02-03,386,8,Sydney
766,Book,2025-02-04,98,9,Beijing
767,Book,2025-02-05,435,4,Sydney
768,Headphones,2025-02-06,454,6,Paris
769,Sunglasses,2025-02-07,478,9,Chicago
770,Shoes,2025-02-08,77,6,Paris
771,Camera,2025-02-09,490,9,Miami
772,T-Shirt,2025-02-10,45,4,Tokyo
773,Shoes,2025-02-11,449,8,Tokyo
774,Sunglasses,2025-02-12,245,9,Houston
775,Shoes,2025-02-13,304,4,Paris
776,Phone,2025-02-14,23,5,Paris
777,T-Shirt,2025-02-15,484,8,New York
778,Sunglasses,2025-02-16,118,6,New York
779,Headphones,2025-02-17,416,7,Houston
780,Camera,2025-02-18,58,3,Lagos
781,Backpack,2025-02-19,290,7,Tokyo
782,Sunglasses,2025-02-20,394,8,Lagos
783,Laptop,2025-02-21,304,6,Beijing
784,Camera,2025-02-22,176,9,Beijing
785,Sunglasses,2025-02-23,94,6,Los Angeles
786,Phone,2025-02-24,391,9,Sydney
787,Backpack,2025-02-25,307,4,New York
788,Phone,2025-02-26,149,8,Los Angeles
789,Backpack,2025-02-27,194,4,Miami
790,Laptop,2025-02-28,481,2,Houston
791,Camera,2025-03-01,103,9,Houston
792,Headphones,2025-03-02,41,5,Beijing
793,Phone,2025-03-03,478,4,Paris
794,Phone,2025-03-04,46,2,Tokyo
795,Book,2025-03-05,214,1,Lagos
796,Backpack,2025-03-06,356,7,New York
797,Watch,2025-03-07,401,6,Los Angeles
798,Camera,2025-03-08,255,2,Lagos
799,Backpack,2025-03-09,459,8,Paris
800,Book,2025-03-10,111,4,Los Angeles
801,Shoes,2025-03-11,496,8,Sydney
802,Backpack,2025-03-12,40,7,Miami
803,Headphones,2025-03-13,322,5,Miami
804,Camera,2025-03-14,483,8,Lagos
805,Book,2025-03-15,376,9,Lagos
806,Shoes,2025-03-16,462,5,Lagos
807,T-Shirt,2025-03-17,103,5,Los Angeles
808,Book,2025-03-18,281,2,Sydney
809,T-Shirt,2025-03-19,166,5,Chicago
810,Camera,2025-03-20,460,3,Lagos
811,Phone,2025-03-21,472,7,Tokyo
812,Book,2025-03-22,406,5,Paris
813,Laptop,2025-03-23,276,8,New York
814,T-Shirt,2025-03-24,77,1,New York
815,Headphones,2025-03-25,399,3,Paris
816,Laptop,2025-03-26,441,3,Los Angeles
817,Sunglasses,2025-03-27,34,9,Paris
818,Sunglasses,2025-03-28,181,5,Lagos
819,Shoes,2025-03-29,464,9,Beijing
820,Phone,2025-03-30,182,9,Houston
821,Camera,2025-03-31,339,1,Chicago
822,Book,2025-04-01,300,2,Tokyo
823,Watch,2025-04-02,299,5,Paris
824,Headphones,2025-04-03,31,4,Sydney
825,T-Shirt,2025-04-04,293,9,Beijing
826,Camera,2025-04-05,290,7,Paris
827,Laptop,2025-04-06,227,6,Miami
828,Sunglasses,2025-04-07,46,7,Beijing
829,Headphones,2025-04-08,91,1,Los Angeles
830,Watch,2025-04-09,79,1,Chicago
831,Book,2025-04-10,449,8,London
832,Shoes,2025-04-11,492,2,London
833,Watch,2025-04-12,164,9,Lagos
834,Headphones,2025-04-13,112,7,Lagos
835,Watch,2025-04-14,328,6,Los Angeles
836,Headphones,2025-04-15,27,1,Sydney
837,Headphones,2025-04-16,98,1,Lagos
838,Backpack,2025-04-17,46,2,Houston
839,T-Shirt,2025-04-18,193,6,Chicago
840,Sunglasses,2025-04-19,69,6,Paris
841,Backpack,2025-04-20,218,2,Los Angeles
842,Book,2025-04-21,406,1,New York
843,Backpack,2025-04-22,368,5,Paris
844,Phone,2025-04-23,467,5,Paris
845,Phone,2025-04-24,447,2,Miami
846,Sunglasses,2025-04-25,200,6,Los Angeles
847,Watch,2025-04-26,43,9,Los Angeles
848,T-Shirt,2025-04-27,335,2,London
849,Sunglasses,2025-04-28,397,2,Tokyo
850,Headphones,2025-04-29,406,3,Sydney
851,Laptop,2025-04-30,423,7,Tokyo
852,T-Shirt,2025-05-01,65,6,Houston
853,T-Shirt,2025-05-02,34,8,New York
854,Headphones,2025-05-03,172,8,Paris
855,Headphones,2025-05-04,241,6,London
856,Shoes,2025-05-05,225,3,New York
857,Sunglasses,2025-05-06,474,3,Paris
858,Headphones,2025-05-07,292,1,Houston
859,Phone,2025-05-08,401,7,Tokyo
860,Book,2025-05-09,255,5,Los Angeles
861,Laptop,2025-05-10,359,4,Lagos
862,Sunglasses,2025-05-11,247,4,Lagos
863,Camera,2025-05-12,28,4,Beijing
864,Phone,2025-05-13,185,6,Miami
865,Watch,2025-05-14,451,8,Sydney
866,Headphones,2025-05-15,463,8,Houston
867,Camera,2025-05-16,338,5,Miami
868,Headphones,2025-05-17,233,6,Sydney
869,T-Shirt,2025-05-18,136,4,Paris
870,Phone,2025-05-19,405,9,Miami
871,T-Shirt,2025-05-20,363,8,Tokyo
872,Shoes,2025-05-21,91,1,Sydney
873,T-Shirt,2025-05-22,414,2,Tokyo
874,Shoes,2025-05-23,83,9,Los Angeles
875,Shoes,2025-05-24,224,8,London
876,Camera,2025-05-25,228,3,Tokyo
877,Headphones,2025-05-26,91,8,Paris
878,Watch,2025-05-27,296,1,Lagos
879,T-Shirt,2025-05-28,293,4,Miami
880,Phone,2025-05-29,497,3,Paris
881,Shoes,2025-05-30,339,6,Beijing
882,Headphones,2025-05-31,357,7,Chicago
883,Laptop,2025-06-01,385,4,Sydney
884,Sunglasses,2025-06-02,114,7,Houston
885,Camera,2025-06-03,185,9,Beijing
886,Watch,2025-06-04,51,2,Lagos
887,Backpack,2025-06-05,30,3,Tokyo
888,Camera,2025-06-06,320,5,London
889,Laptop,2025-06-07,236,3,Paris
890,Sunglasses,2025-06-08,308,8,Los Angeles
891,Laptop,2025-06-09,121,8,Chicago
892,T-Shirt,2025-06-10,444,8,New York
893,Shoes,2025-06-11,411,9,Beijing
894,Watch,2025-06-12,286,4,London
895,Book,2025-06-13,233,5,New York
896,Shoes,2025-06-14,198,5,Chicago
897,Book,2025-06-15,107,8,Houston
898,Sunglasses,2025-06-16,60,7,Houston
899,Headphones,2025-06-17,420,9,Miami
900,Backpack,2025-06-18,95,8,Chicago
901,Phone,2025-06-19,396,2,Chicago
902,Shoes,2025-06-20,65,4,New York
903,Watch,2025-06-21,179,6,London
904,Laptop,2025-06-22,482,2,Paris
905,Watch,2025-06-23,99,7,Sydney
906,Sunglasses,2025-06-24,329,3,New York
907,Book,2025-06-25,105,3,Los Angeles
908,Laptop,2025-06-26,111,2,Houston
909,Phone,2025-06-27,167,8,Houston
910,Phone,2025-06-28,180,6,Miami
911,Shoes,2025-06-29,221,1,Paris
912,Sunglasses,2025-06-30,443,1,Los Angeles
913,Headphones,2025-07-01,435,7,Houston
914,Sunglasses,2025-07-02,261,8,New York
915,Book,2025-07-03,372,5,Los Angeles
916,Watch,2025-07-04,21,5,New York
917,Phone,2025-07-05,244,4,Sydney
918,Watch,2025-07-06,308,6,Sydney
919,Watch,2025-07-07,252,6,Houston
920,Watch,2025-07-08,480,3,Houston
921,Phone,2025-07-09,433,9,London
922,Camera,2025-07-10,436,7,Sydney
923,T-Shirt,2025-07-11,96,1,Paris
924,Book,2025-07-12,135,7,Paris
925,Camera,2025-07-13,173,5,Beijing
926,Book,2025-07-14,425,5,Beijing
927,Laptop,2025-07-15,122,2,Miami
928,Sunglasses,2025-07-16,213,4,Sydney
929,Sunglasses,2025-07-17,185,6,New York
930,Backpack,2025-07-18,378,7,New York
931,Sunglasses,2025-07-19,109,5,Lagos
932,Phone,2025-07-20,193,9,Los Angeles
933,Headphones,2025-07-21,141,3,Tokyo
934,Shoes,2025-07-22,162,1,Beijing
935,Backpack,2025-07-23,125,4,Houston
936,Shoes,2025-07-24,394,9,Miami
937,Book,2025-07-25,447,4,Paris
938,Shoes,2025-07-26,324,2,Tokyo
939,Shoes,2025-07-27,379,5,Chicago
940,Backpack,2025-07-28,478,3,Miami
941,Laptop,2025-07-29,336,9,Chicago
942,Watch,2025-07-30,470,4,Sydney
943,Sunglasses,2025-07-31,142,6,Chicago
944,Sunglasses,2025-08-01,409,2,Chicago
945,Phone,2025-08-02,28,6,London
946,Backpack,2025-08-03,281,3,London
947,Phone,2025-08-04,92,9,London
948,Headphones,2025-08-05,378,2,Sydney
949,Headphones,2025-08-06,242,9,Tokyo
950,Phone,2025-08-07,435,5,Miami
951,Backpack,2025-08-08,60,8,Miami
952,Phone,2025-08-09,389,2,Houston
953,Sunglasses,2025-08-10,223,6,London
954,Camera,2025-08-11,283,3,Sydney
955,T-Shirt,2025-08-12,347,5,Houston
956,Shoes,2025-08-13,197,8,Los Angeles
957,T-Shirt,2025-08-14,367,1,Houston
958,Backpack,2025-08-15,337,5,Tokyo
959,T-Shirt,2025-08-16,103,3,Beijing
960,Headphones,2025-08-17,337,4,Chicago
961,Book,2025-08-18,130,2,London
962,Shoes,2025-08-19,270,9,Beijing
963,Watch,2025-08-20,402,3,Paris
964,Backpack,2025-08-21,26,2,Houston
965,Shoes,2025-08-22,478,9,Sydney
966,T-Shirt,2025-08-23,103,7,Chicago
967,Headphones,2025-08-24,227,6,Miami
968,Laptop,2025-08-25,407,1,New York
969,Camera,2025-08-26,409,5,Chicago
970,Watch,2025-08-27,333,3,Tokyo
971,Camera,2025-08-28,41,1,Paris
972,Shoes,2025-08-29,429,4,Tokyo
973,Headphones,2025-08-30,402,2,Houston
974,Headphones,2025-08-31,22,2,Los Angeles
975,T-Shirt,2025-09-01,146,3,Tokyo
976,Sunglasses,2025-09-02,316,8,Tokyo
977,T-Shirt,2025-09-03,207,8,Sydney
978,Sunglasses,2025-09-04,381,7,Houston
979,Sunglasses,2025-09-05,33,6,Chicago
980,Watch,2025-09-06,478,9,Los Angeles
981,T-Shirt,2025-09-07,485,4,Beijing
982,Laptop,2025-09-08,31,1,New York
983,Phone,2025-09-09,106,8,London
984,Phone,2025-09-10,31,7,Miami
985,T-Shirt,2025-09-11,416,7,Tokyo
986,T-Shirt,2025-09-12,44,3,Houston
987,Camera,2025-09-13,320,4,London
988,Watch,2025-09-14,262,9,Miami
989,T-Shirt,2025-09-15,141,6,Miami
990,Camera,2025-09-16,166,5,Beijing
991,Sunglasses,2025-09-17,74,3,Beijing
992,Headphones,2025-09-18,257,9,Beijing
993,Headphones,2025-09-19,375,5,Lagos
994,Sunglasses,2025-09-20,192,5,Lagos
995,Backpack,2025-09-21,411,4,Miami
996,Camera,2025-09-22,240,4,Beijing
997,Camera,2025-09-23,138,1,Sydney
998,Sunglasses,2025-09-24,328,7,Tokyo
999,Laptop,2025-09-25,202,9,London
1000,Book,2025-09-26,307,3,London
